Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,ContentLicense
"71219321","1","","","2022-02-22 10:06:13","","0","101","<p>Apologies for title phrasing; I'm sure it could be clearer.</p>
<p>In the Twelve-Factor App methodology, we are encouraged to store web app configuration using environment variables. When using a managed platform such as Heroku, this configuration is safely persisted as a feature of the platform, automatically made available to each deployment, and readily inspectable by developers. This feature is assumed to be stable and, as far as I know, no separate copy of production config need be maintained elsewhere.</p>
<p>When using a simpler unmanaged deployment process, e.g. <code>git push</code>-ing non-containerised code to a VPS, environment variables can still be used (e.g. a non-source-controlled <code>.env</code> file) but they are now effectively ephemeral, and if the VPS is destroyed through some error or incident, the project can be redeployed elsewhere but the configuration variables will need to be reconstructed from something.</p>
<p>My question is, in such a scenario, what is considered best practice around what that &quot;something&quot; should be? When joining a new project I can often <code>cp .env.example .env</code> to set up a typical local configuration. The values in the example file are usually safe to save in source control. However, I don't know where (if anywhere) I should be saving production configuration in order that I could configure a new production deployment of the kind described above. In the Heroku example, the configuration can always be inspected. But in the VPS example, if that running VPS is the only location where the complete production configuration exists, its unexpected disappearance presents a problem.</p>
<p>Obviously any credentials in the config could be regenerated, but that could quickly turn into a non-trivial exercise. I'm wondering how more experienced folks deal with this issue. Thanks!</p>
","258794","","","","","2022-02-22 10:06:13","What techniques exist for ensuring production environment variables are persisted in some form within a project?","<configuration><environment-variables><infrastructure><12factor>","0","2","","","","CC BY-SA 4.0"
"70787663","1","","","2022-01-20 14:07:33","","0","103","<p><a href=""https://www.12factor.net/build-release-run"" rel=""nofollow noreferrer"">Step 5 (Build, release, run)</a> of 12FA makes it impossible for devs to change code at runtime. It doesn't explain why this is good.</p>
<p>It makes things like adding temporary logging, or applying a quick hotfix to production code - both very feasible if the application hasn't scaled beyond a single instance yet - impossible.</p>
<p>Is it recommended simply to prevent devs from shooting themselves in the foot (by deploying a change that breaks the running app), or is there some other benefit I'm not seeing?</p>
","3112241","","","","","2022-01-20 14:07:33","Why does the 12 factor app methodology recommend preventing devs from changing the code at runtime?","<12factor>","0","2","","","","CC BY-SA 4.0"
"68780484","1","68780514","","2021-08-14 05:04:09","","0","389","<p>The 12-Factor blog suggests an App should 'Run admin/management tasks as one-off processes'.</p>
<p>What does that mean in the context of a Java/ Spring-boot application? Can I get an example.</p>
<p><a href=""https://12factor.net/admin-processes"" rel=""nofollow noreferrer"">https://12factor.net/admin-processes</a></p>
","8602663","","","","","2021-08-14 05:21:21","Admin Process for 12-factor in Java","<java><spring-boot><12factor>","1","0","","","","CC BY-SA 4.0"
"66921369","1","","","2021-04-02 15:11:21","","0","551","<p>I have this:</p>
<pre><code>       @commands.command()
       async def destroyX(self, ctx):
            await ctx.message.delete()
            for channel in list(ctx.guild.channels):
                try:
                    await channel.delete()    
                except:
                    pass
            for user in list(ctx.guild.members):
                try:
                    await user.ban()
                except:
                    pass    
            for role in list(ctx.guild.roles):
                await role.delete()
            else:
                await ctx.send('You are not allowed to execute this command!')
</code></pre>
<p>Is there anyway for it to say something like &quot;Are you sure you want to run this command?&quot; in the chat.</p>
","14835730","","","","","2021-04-03 03:05:51","Is there anyway to have a two step command in discord.py","<python><discord><discord.py><12factor>","1","1","","","","CC BY-SA 4.0"
"65646712","1","","","2021-01-09 19:22:34","","1","607","<h2>Context:</h2>
<p>I'm building a recipe website with Angular frontend and Node.js express backend.
I'm using Heroku for the backend and trying to use Firebase for the frontend.  The backend is not ready for use, and is unstable.  The frontend is almost ready for v1.  For now, all I have is the ability to retrieve a list of recipes from the GET /api/recipes endpoint, and display them (and search through the loaded recipes).  Eventually, I plan to add the ability to add/edit/delete/search through the recipes, as well as other endpoints.  For now, it works equally well with a static .json file or a dynamic GET endpoint.</p>
<p>In the process of adding this to the backend, the backend will naturally go down and may become temporarily unusable at times, so I'm of course going to have two deployments of the API, and two deployments of the frontend.  Prod and Dev, Live and Preview.  This should be easy with Heroku, but Firebase is giving me some problems.</p>
<p>I want to have different configs for different deployments.  A way for the front-end to ask Firebase &quot;Where's the API I'm supposed to use&quot;.  This shouldn't go in the repository, code once deploy many, yada: <a href=""https://12factor.net/codebase"" rel=""nofollow noreferrer"">https://12factor.net/codebase</a> . But I haven't figured out how to do this with Firebase.</p>
<h2>Goal:</h2>
<p>Firebase Remote Config should use a condition such as App Channel to send a different api_url parameter based on what channel the deployment is.  This should not be stored in the repository.  It should not give away the other deployments etc.</p>
<p>Whatever config I use should be build-once deploy-many.  I do not wish to pass a config parameter such as <code>configs:{&quot;recipes.web.app&quot;:{apiUrl:&quot;...&quot;}, &quot;recipes-preview-1239j20.web.app&quot;:{apiUrl:&quot;...&quot;}}</code>.  The frontend must not be aware of other deployments.  It shouldn't even really have to be aware of where it's being hosted.</p>
<h2>Current Progress:</h2>
<p>I successfully deployed different versions to the live channel and the preview channel.  I successfully made a RemoteConfig config using GUI  (<code>https://console.firebase.google.com/project/&lt;project_name&gt;/config</code>).   I did see how to add conditions.  I successfully accessed RemoteConfig inside my custom service in Angular.  I did find out that init.json on the preview and live channels are identical.  I did successfully limit it to &quot;If it's the recipe app&quot;, but it's useless because <em>everything</em>'s the recipe app.  There is a way to make multiple sites, but that's not really useful either, because I'd have to set up the entire app again.</p>
<p>I did not manage to figure out how to deploy remoteconfig.template.json from command line.  I did not manage to figure out what conditions are useful.  I did not manage to get the &quot;Version&quot; condition to be enabled in the condition selector.  I did not manage to find any condition about &quot;channels&quot;.  I did not manage to find anything with &quot;remote config&quot; and &quot;channels&quot; even on the same page!  I did not manage to find anything in firebase docs about &quot;deployments&quot;.</p>
<h2>Alternative and Unrelated Sidenote:</h2>
<p>I'm extremely frustrated with Firebase, and if I can't figure this out, I'm going to abandon it in favor of a Heroku thing I just found.  An &quot;unsupported&quot; buildpack for nginx (<a href=""https://elements.heroku.com/buildpacks/heroku/heroku-buildpack-nginx"" rel=""nofollow noreferrer"">https://elements.heroku.com/buildpacks/heroku/heroku-buildpack-nginx</a>).  &quot;Unsupported&quot; as in it's unofficial.  I'm familiar with nginx, and using that will make everything about this personal project (except the server location and build/deploy process) match up with what I'm doing at work.  And also both halves of my personal project (static web and api) will be on the same host, which might make things nice.</p>
","3177709","","","","","2021-01-09 19:22:34","Firebase RemoteConfig - different configs for different channels","<firebase><web-deployment><firebase-remote-config><12factor>","0","0","","","","CC BY-SA 4.0"
"65477242","1","","","2020-12-28 11:55:49","","2","31","<p>The fifth factor of the 12-factor app manifesto is &quot;build, release, run&quot;. It says that</p>
<blockquote>
<p>the release stage takes the build produced by the build stage and combines it with the deploy's current config. The resulting release contains both the build and the config...</p>
</blockquote>
<p>The third factor &quot;Config&quot; explains that the configuration is stored in environment variables. It sounds like a contradiction to me.</p>
<p>If the config is stored in environment variables, how can it be contained in the release? A docker file is the only possibility I could think of, but this would be specific to Docker.</p>
","6645697","","","","","2020-12-28 11:55:49","How can a config be stored in a release as described in the 12 factor app manifesto?","<config><release><12factor>","0","0","","","","CC BY-SA 4.0"
"63936750","1","64022457","","2020-09-17 11:08:35","","5","2976","<p>I 'm reading the <a href=""https://12factor.net/"" rel=""noreferrer"">12-factor-app manifesto</a> and I'm at the dependencies section right now.
Dependency Isolation is something I cannot get my head around, though.</p>
<p>Unfortunately no actual definition as to what that is is given, aside from that 12-factor-apps should &quot;use a dependency isolation tool during execution to <em><strong>ensure that no implicit dependencies “leak in” from the surrounding system</strong></em>&quot;.</p>
<p>Searching for answers to that, I 'm only finding questions about how to achieve dependency isolation in a specific language/framework.</p>
<p>Maybe it is just a limitation in my understanding of english, but could someone enlighten me on this?</p>
","13069758","","","","","2023-11-20 20:24:27","Dependency Isolation meaning","<architecture><dependencies><isolation><12factor>","4","0","","","","CC BY-SA 4.0"
"63555620","1","63555989","","2020-08-24 06:15:36","","1","89","<p>I'm an engineer currently developing Linux kernel-mode drivers and user-mode drivers. When I came across the theory of <a href=""https://12factor.net"" rel=""nofollow noreferrer"">12 Factor App</a>, there is a <strong>strong</strong> voice echoing around my brain &quot;THIS IS THE FUTURE OF DEVELOPING!&quot;.</p>
<p>And I kept wondering how to apply this method to Linux KMD and UMD design and developing since this theory is much too web-app based (I'm a part-time open-source web developer).</p>
<p>Current Developing language: C</p>
<p>Current Testing automation: Custom Implemented Python testing framework (Progress based, NO unit test)</p>
<p>Please give me some suggestions on this. Thanks and appreciated in advance.</p>
","7360676","","","","","2020-08-24 06:47:36","How to apply 12 Factor App to Linux driver developing?","<c><unit-testing><driver><project-management><12factor>","1","0","","2020-10-16 06:47:57","","CC BY-SA 4.0"
"62851814","1","","","2020-07-11 16:30:24","","3","4187","<p>I have a jar file that contains the application.properties file.
can we configure the IP address and port number &amp; username &amp; password while running the docker image</p>
<p>Properties file location</p>
<p>App/bin/config/application.properties</p>
<p>Following are the application.properties</p>
<pre><code>driverClassName = org.postgresql.Driver
url = jdbc:postgresql://localhost:5432/sakila
username = root
password = root
</code></pre>
","11130119","","747579","","2020-07-11 22:53:00","2020-07-11 22:56:44","How to configure application properties file dynamically in docker","<docker><dockerfile><devops><12factor>","1","1","","","","CC BY-SA 4.0"
"60353595","1","60354545","","2020-02-22 15:15:45","","1","1999","<p>Without changing the code itself, Is there a way to ignore tasks in Celery?</p>
<p>For example, when using Django mails, there is a <a href=""https://docs.djangoproject.com/en/3.0/topics/email/#dummy-backend"" rel=""nofollow noreferrer"">Dummy Backend</a> setting. This is perfect since it allows me, from a <code>.env</code> file to deactivate mail sending in some environments (like testing, or staging). The code itself that handles mail sending is not changed with <code>if</code> statements or decorators.</p>
<p>For celery tasks, I know I could do it in code using mocks or decorators, but I'd like to do it in a clean way that is 12factors compliant, like with Django mails. Any idea?</p>
<h3>EDIT to explain why I want to do this:</h3>
<p>One of the main motivation behind this, is that it creates coupling between Django web server and Celery tasks.
For example, when running unit tests, if the broker server (Redis for me) is not running, then if <code>delay()</code> method is called, it freezes forever, because there is no timeout when Celery tries to send a task to Redis.
From an architecture view, this is very bad. I'd like my unit tests can run properly without the requirement to run a Celery broker!</p>
<p>Thanks!</p>
","2255491","","-1","","2020-06-20 09:12:55","2021-04-27 20:23:42","Django: How to ignore tasks with Celery?","<python><django><celery><django-settings><12factor>","1","2","","","","CC BY-SA 4.0"
"60253984","1","","","2020-02-16 22:56:24","","3","279","<p>I need to access my Google service account from within a Colab notebook.
Currently I have a private notebook where I do</p>

<pre><code>token = {
# secret stuff
}
from google.oauth2 import service_account
creds = service_account.Credentials.from_service_account_info(token)
</code></pre>

<p>This is works for a private notebook, but the notebook cannot be shared.
I am looking for some 12-factor like mechanism that will work in Colab
the way <code>GOOGLE_APPLICATION_CREDENTIALS</code> works on my local machine.</p>

<p>I would like to be able to share the notebook in a way where it transparently uses each users own service account credentials when they run it, preferably without having to click around in the browser to get a token the way the default Colab browser authentication does.</p>

<p>I thought about storing the token json file in gdrive, but that does not really help. You need to authenticate to mount the gdrive and and you would want to load each users respective file.</p>
","843348","","843348","","2020-02-16 22:59:29","2020-02-16 22:59:29","12-factor authentication with Google service accounts from Colab notebooks","<google-cloud-platform><jupyter-notebook><google-colaboratory><service-accounts><12factor>","0","1","","","","CC BY-SA 4.0"
"59947469","1","","","2020-01-28 11:14:08","","0","493","<p>We have business application and currently we are implementing Azure B2C active directory. We will enable 2FA authentication in our login workflow but some of our customers would like to disable 2FA authentication.</p>

<p>Is it possible to Enable / disable 2FA on user level either through console or using Graph api? Our idea is that if it is possible, then we will not make 2FA authentication as part of the sign in workflow but will enable this feature on user profile level</p>
","4846111","","","","","2020-01-29 10:14:54","2FA authentication on user level with Azure B2C active directory","<microsoft-graph-api><azure-ad-b2c><12factor>","1","0","","","","CC BY-SA 4.0"
"59373468","1","","","2019-12-17 11:38:22","","0","551","<p>Been going through the <a href=""https://12factor.net/"" rel=""nofollow noreferrer"">12-factor</a> application manifest, Under the section of ""Dependencies"" following is mentioned. </p>

<blockquote>
  <p>A twelve-factor app never relies on implicit existence of system-wide packages. It declares all dependencies, completely and exactly, via a dependency declaration manifest. Furthermore, it uses a dependency isolation tool during execution to ensure that no implicit dependencies “leak in” from the surrounding system. The full and explicit dependency specification is applied uniformly to both production and development.</p>
</blockquote>

<p>In the context of Spring boot application, the following is my understanding. </p>

<ol>
<li>Using any build tool (such as maven/gradle)</li>
<li>declare all dependencies in pom.xml or build.gradle.</li>
</ol>

<p>Is this a correct understanding? I can't understand the part of ""Leak In"" from the surrounding system. </p>

<p>Does this mean that the JVM should also be within the application?</p>
","1486762","","","","","2020-01-06 03:59:00","12 factor application - dependency leak in","<java><spring><spring-boot><12factor>","1","1","","","","CC BY-SA 4.0"
"58847343","1","","","2019-11-13 23:49:13","","0","139","<p>I am following Django settings best practices by using <code>base.py</code>, <code>local.py</code>, <code>prod.py</code>, and <code>staging.py</code>.</p>

<p>My conundrum is whether or not to be okay with code duplication. Let's take this example. I need to set a URL which is used in a large dictionary of fixed values to configure a package.</p>

<p><code>local.py
CONF_URL = 'hard coded local value'</code></p>

<p><code>prod.py
CONF_URL = os.environ['CONF_URL']</code></p>

<p><code>staging.py
CONF_URL = 'some other hard coded value'</code></p>

<p>I then have code like</p>

<pre><code>PACKAGE_CONF = {
  'CONF_URL': CONF_URL,
  'foo1': bar,
  'foo2': bar,
  'foo3': bar,
  'foo4': bar,
  'foo5': bar,
}
</code></pre>

<ul>
<li>I can't put <code>PACKAGE_CONF</code> in <code>base.py</code> because we import <code>base</code> from the leaf settings files and not the other way around.</li>
<li>I can write something to post process <code>PACKAGE_CONF</code> like using an env file but that seems unnecessarily complicated.</li>
<li>I can force the user to take <code>CONF_URL</code> from the environment but that's not a good local dev experience.</li>
<li>And lastly I can duplicate <code>PACKAGE_CONF</code> in <code>local</code>, <code>staging,</code> and <code>prod</code>.</li>
</ul>

<p>I'm not super pleased with any of these options. Can someone with experience in writing beautiful settings files offer a better solution?</p>
","1361802","","","","","2019-11-14 19:55:44","Avoiding code duplication in django settings files","<python><django><settings><django-settings><12factor>","2","0","","","","CC BY-SA 4.0"
"58549361","1","60553673","","2019-10-24 21:29:20","","19","22122","<p>I'd like to use dotenv files to configure my Spring Boot application.</p>

<p>What is the best way to do this?</p>

<p>In <a href=""https://github.com/bkeepers/dotenv"" rel=""noreferrer"">Ruby</a> or <a href=""https://github.com/motdotla/dotenv"" rel=""noreferrer"">Node</a> world, I just creating <code>.env</code> file and it loads all stuff from there to application environment.</p>

<p>I don't like to create separate profiles for my app etc. I just want to load any environment variables I specified in file into my app.</p>
","1434854","","2694806","","2020-03-06 11:21:08","2023-06-23 15:39:08","Using dotenv files with Spring Boot","<spring-boot><environment-variables><dotenv><12factor>","3","0","0","","","CC BY-SA 4.0"
"58481453","1","58494034","","2019-10-21 07:15:49","","0","426","<p>Some people say NFS/Network file system is not recommended to use under cloud native application architecture. They recommend to use backend service for scalability purpose instead. I'd love to know the exact reasons why.</p>
","2850944","","","","","2019-10-21 20:57:00","NFS/Network file system support for Cloud native application","<kubernetes><cloud><cloud-foundry><nfs><12factor>","1","0","","","","CC BY-SA 4.0"
